S.No,un_number,proper_shipping_name,simplified_name,hazard_class,subsidiary_risks,packing_group,hazard_labels_required,erg_guide_number,special_provisions,qty_ltd_passenger_aircraft,packing_instruction_passenger_aircraft,qty_ltd_cargo_aircraft,packing_instruction_cargo_aircraft,description_notes,is_marine_pollutant,is_environmentally_hazardous
2049,2977,"Radioactive material, uranium hexafluoride, fissile","Radioactive material, uranium hexafluoride, fissile, Radioactive, uranium",7,8,,Radioactive & Corrosive & Fissile,166,,,,,,,FALSE,FALSE
2050,0391,"RDX and cyclotetramethylenetetranitramine mixture, desensitized (with 10% or more phlegmatizer, by weight)","RDX and cyclotetramethylenetetranitramine mixture, RDX, cyclotetramethylenetetranitramine",1.1D,,,,,,,,,,,FALSE,FALSE
2051,0391,"RDX and cyclotetramethylenetetranitramine mixture, wetted (with 15% or more water, by weight)","RDX and cyclotetramethylenetetranitramine mixture, RDX, cyclotetramethylenetetranitramine",1.1D,,,,,,,,,,,FALSE,FALSE
2052,0483,"RDX, desensitized","RDX, desensitized",1.1D,,,,,,,,,,,FALSE,FALSE
2053,0072,"RDX, wetted (with 15% or more water, by weight)",RDX,1.1D,,,,,,,,,,,FALSE,FALSE
2054,2037,"Receptacles, small, containing gas ((flammable) without a release device, non-refillable)",Receptacles,2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2055,2037,"Receptacles, small, containing gas ((non-flammable) without a release device, non-refillable)",Receptacles,2.2,,,Non-flamm. gas,,,,,,,,FALSE,FALSE
2056,2037,"Receptacles, small, containing gas ((oxidizing) without a release device, non-refillable)",Receptacles,2.2,5.1,,Non-flamm. gas & Oxidizer,,,,,,,,FALSE,FALSE
2057,2037,"Receptacles, small, containing gas ((toxic and corrosive) without a release device, non- refillable)",Receptacles,2.3,8,,,,,,,,,,FALSE,FALSE
2058,2037,"Receptacles, small, containing gas ((toxic and flammable) without a release device, non- refillable)",Receptacles,2.3,2.1,,,,,,,,,,FALSE,FALSE
2059,2037,"Receptacles, small, containing gas ((toxic and oxidizing) without a release device, non-refillable)",Receptacles,2.3,5.1,,,,,,,,,,FALSE,FALSE
2060,2037,"Receptacles, small, containing gas ((toxic, flammable and corrosive) without a release device, non-refillable)",Receptacles,2.3,"2.1,8",,,,,,,,,,FALSE,FALSE
2061,2037,"Receptacles, small, containing gas ((toxic, oxidizing and corrosive) without a release device, non-refillable)",Receptacles,2.3,"5.1,8",,,,,,,,,,FALSE,FALSE
2062,2037,"Receptacles, small, containing gas ((toxic) without a release device, non-refillable)",Receptacles,2.3,,,,,,,,,,,FALSE,FALSE
2063,1078,"Refrigerant gas, n.o.s. ","Refrigerant gas, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2064,1028,Refrigerant gas R 12,"Refrigerant gas R 12, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2065,1974,Refrigerant gas R 12B1,"Refrigerant gas R 12B1, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2066,1022,Refrigerant gas R 13,"Refrigerant gas R 13, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2067,1009,Refrigerant gas R 13B1,"Refrigerant gas R 13B1, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2068,1982,Refrigerant gas R 14,"Refrigerant gas R 14, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2069,1029,Refrigerant gas R 21,"Refrigerant gas R 21, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2070,1018,Refrigerant gas R 22,"Refrigerant gas R 22, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2071,1984,Refrigerant gas R 23,"Refrigerant gas R 23, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2072,3252,Refrigerant gas R 32,"Refrigerant gas R 32, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2073,1063,Refrigerant gas R 40,"Refrigerant gas R 40, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2074,2454,Refrigerant gas R 41,"Refrigerant gas R 41, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2075,1958,Refrigerant gas R 114,"Refrigerant gas R 114, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2076,1020,Refrigerant gas R 115,"Refrigerant gas R 115, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2077,2193,Refrigerant gas R 116,"Refrigerant gas R 116, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2078,1021,Refrigerant gas R 124,"Refrigerant gas R 124, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2079,3220,Refrigerant gas R 125,"Refrigerant gas R 125, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2080,1983,Refrigerant gas R 133a,"Refrigerant gas R 133a, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2081,3159,Refrigerant gas R 134a,"Refrigerant gas R 134a, Refrigerant",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
2082,2517,Refrigerant gas R 142b,"Refrigerant gas R 142b, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2083,2035,Refrigerant gas R 143a,"Refrigerant gas R 143a, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2084,1030,Refrigerant gas R 152a,"Refrigerant gas R 152a, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2085,2453,Refrigerant gas R 161,"Refrigerant gas R 161, Refrigerant",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
2086,2424,Refrigerant gas R 218,"Refrigerant gas R 218, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2087,3296,Refrigerant gas R 227,"Refrigerant gas R 227, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2088,1976,Refrigerant gas R C318,"Refrigerant gas R C318, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2089,3337,Refrigerant gas R 404A,"Refrigerant gas R 404A, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2090,3338,Refrigerant gas R 407A,"Refrigerant gas R 407A, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2091,3339,Refrigerant gas R 407B,"Refrigerant gas R 407B, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2092,3340,Refrigerant gas R 407C,"Refrigerant gas R 407C, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2093,2602,Refrigerant gas R 500,"Refrigerant gas R 500, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2094,1973,Refrigerant gas R 502,"Refrigerant gas R 502, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2095,2599,Refrigerant gas R 503,"Refrigerant gas R 503, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2096,1959,Refrigerant gas R 1132a,"Refrigerant gas R 1132a, Refrigerant",2.1,,,Flamm. Gas,116P,,,,,,,FALSE,FALSE
2097,1858,Refrigerant gas R 1216,"Refrigerant gas R 1216, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2098,2422,Refrigerant gas R 1318,"Refrigerant gas R 1318, Refrigerant",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2099,3358,"Refrigerating machines (containing flammable, non-toxic, liquefied gas)","Refrigerating machines, Refrigerating",2.1,,,,115,,,,,,,FALSE,FALSE
2100,2857,"Refrigerating machines (containing non-flammable, non-toxic, liquefied gas or ammonia solutions (UN 2672))","Refrigerating machines, Refrigerating",2.2,,,Non-flamm. Gas,126,,,,,,,FALSE,FALSE
2101,3291,"Regulated medical waste, n.o.s.","Regulated medical waste, Regulated, medical",6.2,,,Infectious subst.,158,,,,,,,FALSE,FALSE
2102,0173,"Release devices, explosive †","Release devices, explosive",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2103,1866,Resin solution (flammable),"Resin solution, Resin",3,,,Flamm. Liquid,127,,,,,,,FALSE,FALSE
2104,2876,Resorcinol,Resorcinol,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
2105,0174,"Rivets, explosive","Rivets, explosive",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2106,0280,Rocket motors †,"Rocket motors, Rocket",1.1C,,,,,,,,,,,FALSE,FALSE
2107,0281,Rocket motors †,"Rocket motors, Rocket",1.2C,,,,,,,,,,,FALSE,FALSE
2108,0186,Rocket motors †,"Rocket motors, Rocket",1.3C,,,Explosive,,,,,,,,FALSE,FALSE
2109,0395,"Rocket motors, liquid fuelled †","Rocket motors, liquid fuelled, Rocket",1.2J,,,,,,,,,,,FALSE,FALSE
2110,0396,"Rocket motors, liquid fuelled †","Rocket motors, liquid fuelled, Rocket",1.3J,,,,,,,,,,,FALSE,FALSE
2111,0322,Rocket motors with hypergolic liquids † (with or without expelling charge),"Rocket motors with hypergolic liquids, Rocket",1.2L,,,,,,,,,,,FALSE,FALSE
2112,0250,Rocket motors with hypergolic liquids † (with or without expelling charge),"Rocket motors with hypergolic liquids, Rocket",1.3L,,,,,,,,,,,FALSE,FALSE
2113,0238,"Rockets, line-throwing †","Rockets, line-throwing",1.2G,,,,,,,,,,,FALSE,FALSE
2114,0240,"Rockets, line-throwing †","Rockets, line-throwing",1.3G,,,Explosive,,,,,,,,FALSE,FALSE
2115,0453,"Rockets, line-throwing †","Rockets, line-throwing",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2116,0397,"Rockets, liquid fuelled † (with bursting charge)","Rockets, liquid fuelled, fuelled",1.1J,,,,,,,,,,,FALSE,FALSE
2117,0398,"Rockets, liquid fuelled † (ith bursting charge)","Rockets, liquid fuelled, fuelled",1.2J,,,,,,,,,,,FALSE,FALSE
2118,0181,Rockets † (with bursting charge),Rockets,1.1E,,,,,,,,,,,FALSE,FALSE
2119,0180,Rockets † (with bursting charge),Rockets,1.1F,,,,,,,,,,,FALSE,FALSE
2120,0182,Rockets † (with bursting charge),Rockets,1.2E,,,,,,,,,,,FALSE,FALSE
2121,0295,Rockets † (with bursting charge),Rockets,1.2F,,,,,,,,,,,FALSE,FALSE
2122,0436,Rockets † (with expelling charge),Rockets,1.2C,,,,,,,,,,,FALSE,FALSE
2123,0437,Rockets † (with expelling charge),Rockets,1.3C,,,,,,,,,,,FALSE,FALSE
2124,0438,Rockets † (with expelling charge),Rockets,1.4C,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2125,0502,Rockets † (with inert head),Rockets,1.2C,,,,,,,,,,,FALSE,FALSE
2126,0183,Rockets † (with inert head),Rockets,1.3C,,,,,,,,,,,FALSE,FALSE
2127,1286,Rosin oil,"Rosin oil, Rosin",3,,,Flamm. Liquid,127,,,,,,,FALSE,FALSE
2128,1345,"Rubber scrap (powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%)","Rubber scrap, Rubber",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
2129,1345,"Rubber shoddy (powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%)","Rubber shoddy, Rubber",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
2130,1287,Rubber solution,"Rubber solution, Rubber",3,,,Flamm. Liquid,127,,,,,,,FALSE,FALSE
2131,1423,Rubidium,Rubidium,4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
2132,2678,Rubidium hydroxide,"Rubidium hydroxide, Rubidium, hydroxide",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2133,2677,Rubidium hydroxide solution,"Rubidium hydroxide solution, Rubidium, hydroxide",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2134,0190,"Samples, explosive (other than initiating explosives)","Samples, explosive",1,,,,,,,,,,,FALSE,FALSE
2135,0503,Seat-belt pretensioners †,"Seat-belt pretensioners, Seat-belt, pretensioners",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2136,3268,Seat-belt pretensioners †,"Seat-belt pretensioners, Seat-belt, pretensioners",9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
2137,2217,Seed cake (with 1.5% or less oil and 11% or less moisture),Seed cake,4.2,,,,135,,,,,,,FALSE,FALSE
2138,1386,Seed cake (with more than 1.5% oil and 11% or less moisture),Seed cake,4.2,,,,135,,,,,,,FALSE,FALSE
2139,2630,Selenates ,Selenates,6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2140,1905,Selenic acid,"Selenic acid, Selenic, acid",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2141,2630,Selenites ,Selenites,6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2142,3440,"Selenium compound, liquid, n.o.s. ","Selenium compound, Selenium",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2143,3283,"Selenium compound, solid, n.o.s. ","Selenium compound, Selenium",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2144,2657,Selenium disulphide,"Selenium disulphide, Selenium, disulphide",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
2145,2194,Selenium hexafluoride,"Selenium hexafluoride, Selenium, hexafluoride",2.3,8,,,125,,,,,,,FALSE,FALSE
2146,2879,Selenium oxychloride,"Selenium oxychloride, Selenium, oxychloride",8,6.1,,Corrosive & Toxic,157,,,,,,,FALSE,FALSE
2147,3188,"Self-heating liquid, corrosive, inorganic, n.o.s. ","Self-heating liquid, corrosive, inorganic, Self-heating",4.2,8,,Spont. comb. & Corrosive,136,,,,,,,FALSE,FALSE
2148,3185,"Self-heating liquid, corrosive, organic, n.o.s. ","Self-heating liquid, corrosive, inorganic, Self-heating",4.2,8,,Spont. comb. & Corrosive,136,,,,,,,FALSE,FALSE
2149,3186,"Self-heating liquid, inorganic, n.o.s.","Self-heating liquid, inorganic, Self-heating",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2150,3183,"Self-heating liquid, organic, n.o.s.","Self-heating liquid, Self-heating",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2151,3187,"Self-heating liquid, toxic, inorganic, n.o.s. ","Self-heating liquid, toxic, inorganic, Self-heating",4.2,6.1,,Spont. comb. & Toxic,136,,,,,,,FALSE,FALSE
2152,3184,"Self-heating liquid, toxic, organic, n.o.s. ","Self-heating liquid, toxic, Self-heating",4.2,6.1,,Spont. comb. & Toxic,136,,,,,,,FALSE,FALSE
2153,3192,"Self-heating solid, corrosive, inorganic, n.o.s. ","Self-heating solid, corrosive, inorganic, Self-heating",4.2,8,,Spont. comb. & Corrosive,136,,,,,,,FALSE,FALSE
2154,3126,"Self-heating solid, corrosive, organic, n.o.s. ","Self-heating solid, corrosive, Self-heating",4.2,8,,Spont. comb. & Corrosive,136,,,,,,,FALSE,FALSE
2155,3190,"Self-heating solid, inorganic, n.o.s. ","Self-heating solid, inorganic, Self-heating",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2156,3088,"Self-heating solid, organic, n.o.s. ","Self-heating solid, Self-heating",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2157,3127,"Self-heating solid, oxidizing, n.o.s. ","Self-heating solid, oxidizing, Self-heating, oxidizing",4.2,51,,,135,,,,,,,FALSE,FALSE
2158,3191,"Self-heating solid, toxic, inorganic, n.o.s. ","Self-heating solid, toxic, inorganic, Self-heating, toxic",4.2,6.1,,Spont. comb. & Toxic,136,,,,,,,FALSE,FALSE
2159,3128,"Self-heating solid, toxic, organic, n.o.s. ","Self-heating solid, toxic, Self-heating, toxic",4.2,6.1,,Spont. comb. & Toxic,136,,,,,,,FALSE,FALSE
2160,3221,Self-reactive liquid type B ,"Self-reactive liquid type B, Self-reactive",4.1,,,,149,,,,,,,FALSE,FALSE
2161,3231,"Self-reactive liquid type B, temperature controlled ","Self-reactive liquid type B, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2162,3223,Self-reactive liquid type C ,"Self-reactive liquid type C, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2163,3233,"Self-reactive liquid type C, temperature controlled ","Self-reactive liquid type C, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2164,3225,Self-reactive liquid type D ,"Self-reactive liquid type D, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2165,3235,"Self-reactive liquid type D, temperature controlled ","Self-reactive liquid type D, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2166,3227,Self-reactive liquid type E ,"Self-reactive liquid type E, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2167,3237,"Self-reactive liquid type E, temperature controlled ","Self-reactive liquid type E, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2168,3229,Self-reactive liquid type F ,"Self-reactive liquid type F, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,150,,,,,,,FALSE,FALSE
2169,3239,"Self-reactive liquid type F, temperature controlled","Self-reactive liquid type F, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2170,3224,Self-reactive solid type C ,"Self-reactive solid type C, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2171,3234,"Self-reactive solid type C, temperature controlled ","Self-reactive solid type C, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2172,3226,Self-reactive solid type D ,"Self-reactive solid type D, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2173,3236,"Self-reactive solid type D, temperature controlled ","Self-reactive solid type D, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2174,3228,Self-reactive solid type E ,"Self-reactive solid type E, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2175,3238,"Self-reactive solid type E, temperature controlled ","Self-reactive solid type E, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2176,3230,Self-reactive solid type F ,"Self-reactive solid type F, Self-reactive",4.1,,,Flamm. solid & Keep away from heat,149,,,,,,,FALSE,FALSE
2177,3240,"Self-reactive solid type F, temperature controlled ","Self-reactive solid type F, temperature controlled, Self-reactive",4.1,,,,150,,,,,,,FALSE,FALSE
2178,1288,Shale oil,"Shale oil, Shale",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
2179,0191,"Signal devices, hand †","Signal devices, Signal",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2180,0373,"Signal devices, hand †","Signal devices, Signal",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2181,0194,"Signals, distress † (ship)","Signals, distress",1.1G,,,,,,,,,,,FALSE,FALSE
2182,0195,"Signals, distress † (ship)","Signals, distress",1.3G,,,Explosive,,,,,,,,FALSE,FALSE
2183,0505,"Signals, distress † (ship)","Signals, distress",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2184,0506,"Signals, distress † (ship)","Signals, distress",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2185,0192,"Signals, railway track, explosive †","Signals, railway track, explosive",1.1G,,,,,,,,,,,FALSE,FALSE
2186,0492,"Signals, railway track, explosive †","Signals, railway track, explosive",1.3G,,,,,,,,,,,FALSE,FALSE
2187,0493,"Signals, railway track, explosive †","Signals, railway track, explosive",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2188,0193,"Signals, railway track, explosive †","Signals, railway track, explosive",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2189,0196,"Signals, smoke †","Signals, smoke",1.1G,,,,,,,,,,,FALSE,FALSE
2190,0313,"Signals, smoke †","Signals, smoke",1.2G,,,,,,,,,,,FALSE,FALSE
2191,0487,"Signals, smoke †","Signals, smoke",1.3G,,,,,,,,,,,FALSE,FALSE
2192,0197,"Signals, smoke †","Signals, smoke",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2193,0507,"Signals, smoke †","Signals, smoke",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
2194,2203,Silane,Silane,2.1,,,,116,,,,,,,FALSE,FALSE
2195,1346,"Silicon powder, amorphous","Silicon powder, amorphous, Silicon",4.1,,,Flamm. solid,170,,,,,,,FALSE,FALSE
2196,1818,Silicon tetrachloride,"Silicon tetrachloride, Silicon, tetrachloride",8,,,Corrosive,157,,,,,,,FALSE,FALSE
2197,1859,Silicon tetrafluoride,"Silicon tetrafluoride, Silicon, tetrafluoride",2.3,,,,125,,,,,,,FALSE,FALSE
2198,1683,Silver arsenite,"Silver arsenite, Silver, arsenite",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2199,1684,Silver cyanide,"Silver cyanide, Silver, cyanide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2200,1493,Silver nitrate,"Silver nitrate, Silver, nitrate",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
2201,1347,"Silver picrate, wetted
with 30% or more water, by weight","Silver picrate, Silver, picrate",4.1,,,,113,,,,,,,FALSE,FALSE
2202,1906,Sludge acid †,"Sludge acid, Sludge, acid",8,,,Corrosive,153,,,,,,,FALSE,FALSE
2203,1907,"Soda lime †
with more than 4% sodium hydroxide",Soda lime,8,,,Corrosive,154,,,,,,,FALSE,FALSE
2204,1428,Sodium,Sodium,4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
2205,2812,"Sodium aluminate, solid","Sodium aluminate, Sodium, aluminate",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2206,1819,Sodium aluminate solution,"Sodium aluminate solution, Sodium, aluminate",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2207,2835,Sodium aluminium hydride,"Sodium aluminium hydride, Sodium, aluminium, hydride",4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
2208,2863,Sodium ammonium vanadate,"Sodium ammonium vanadate, Sodium, ammonium, vanadate",6.1,,,Toxic,138,,,,,,,FALSE,FALSE
2209,2473,Sodium arsanilate,"Sodium arsanilate, Sodium, arsanilate",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
2210,1685,Sodium arsenate,"Sodium arsenate, Sodium, arsenate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2211,1686,"Sodium arsenite, aqueous solution","Sodium arsenite, aqueous solution, Sodium, arsenite, aqueous",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
2212,2027,"Sodium arsenite, solid","Sodium arsenite, Sodium, arsenite",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2213,1687,Sodium azide,"Sodium azide, Sodium, azide",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
2214,1426,Sodium borohydride,"Sodium borohydride, Sodium, borohydride",4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
2215,3320,"Sodium borohydride and sodium hydroxide solution with 12% or less sodium borohydride and 40% or less sodium hydroxide, by mass","Sodium borohydride, sodium hydroxide solution, sodium borohydride, sodium hydroxide, Sodium, borohydride",8,,,Corrosive,157,,,,,,,FALSE,FALSE
2216,1494,Sodium bromate,"Sodium bromate, Sodium, bromate",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
2217,1688,Sodium cacodylate,"Sodium cacodylate, Sodium, cacodylate",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
2218,3378,Sodium carbonate peroxyhydrate,"Sodium carbonate peroxyhydrate, Sodium, carbonate, peroxyhydrate",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
2219,1495,Sodium chlorate,"Sodium chlorate, Sodium, chlorate",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
2220,2428,"Sodium chlorate, aqueous solution","Sodium chlorate, aqueous solution, Sodium, chlorate, aqueous",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
2221,1496,Sodium chlorite,"Sodium chlorite, Sodium, chlorite",5.1,,,Oxidizer,143,,,,,,,FALSE,FALSE
2222,2659,Sodium chloroacetate,"Sodium chloroacetate, Sodium, chloroacetate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2223,2316,"Sodium cuprocyanide, solid","Sodium cuprocyanide, Sodium, cuprocyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
2224,2317,Sodium cuprocyanide solution,"Sodium cuprocyanide solution, Sodium, cuprocyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
2225,1689,"Sodium cyanide, solid","Sodium cyanide, Sodium, cyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
2226,3414,Sodium cyanide solution,"Sodium cyanide solution, Sodium, cyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
2227,0234,"Sodium dinitro-o-cresolate
dry or wetted with less than 15% water, by weight","Sodium dinitro-o-cresolate, Sodium, dinitro-o-cresolate",1.3C,,,,,,,,,,,FALSE,FALSE
2228,3369,"Sodium dinitro-o-cresolate, wetted
with 10% or more but less than 15% water, by weight","Sodium dinitro-o-cresolate, Sodium, dinitro-o-cresolate",4.1,,,Flamm. solid,113,,,,,,,FALSE,FALSE
2229,1348,"Sodium dinitro-o-cresolate, wetted (with 15% or more water, by weight)","Sodium dinitro-o-cresolate, Sodium, dinitro-o-cresolate",4.1,,,Flamm. solid & Toxic,113,,,,,,,FALSE,FALSE
2230,1384,Sodium dithionite,"Sodium dithionite, Sodium, dithionite",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2231,1690,"Sodium fluoride, solid","Sodium fluoride, Sodium, fluoride",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
2232,3415,Sodium fluoride solution,"Sodium fluoride solution, Sodium, fluoride",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
2233,2629,Sodium fluoroacetate,"Sodium fluoroacetate, Sodium, fluoroacetate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
2234,2674,Sodium fluorosilicate,"Sodium fluorosilicate, Sodium, fluorosilicate",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
2235,1427,Sodium hydride,"Sodium hydride, Sodium, hydride",4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
2236,2439,Sodium hydrogendifluoride,"Sodium hydrogendifluoride, Sodium, hydrogendifluoride",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2237,2318,Sodium hydrosulphide (with less than 25% water of crystallization),"Sodium hydrosulphide, Sodium, hydrosulphide",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2238,2949,Sodium hydrosulphide hydrated (with 25% or more water of crystallization),"Sodium hydrosulphide hydrated, Sodium, hydrosulphide, hydrated",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2239,1384,Sodium hydrosulphite,"Sodium hydrosulphite, Sodium, hydrosulphite",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
2240,1823,"Sodium hydroxide, solid","Sodium hydroxide, Sodium, hydroxide",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2241,1824,Sodium hydroxide solution,"Sodium hydroxide solution, Sodium, hydroxide",8,,,Corrosive,154,,,,,,,FALSE,FALSE
2242,1431,Sodium methylate,"Sodium methylate, Sodium, methylate",4.2,8,,Spont. comb. & Corrosive,138,,,,,,,FALSE,FALSE
